Date,HDFCBANK,ICICIBANK
2022-04-01,1436.185302734375,719.6875
2022-04-04,1579.99462890625,729.8046875
2022-04-05,1533.6953125,725.1126708984375
2022-04-06,1478.9560546875,724.9171752929688
2022-04-07,1446.4368896484375,731.7108154296875
2022-04-08,1444.434326171875,737.3314819335938
2022-04-11,1426.7919921875,742.51220703125
2022-04-12,1424.2647705078125,746.6666259765625
2022-04-13,1397.038330078125,745.1026611328125
2022-04-18,1330.7601318359375,740.752685546875
2022-04-19,1279.978759765625,749.0614624023438
2022-04-20,1291.517822265625,738.5534057617188
2022-04-21,1310.6383056640625,745.2003784179688
2022-04-22,1292.7574462890625,730.8311157226562
2022-04-25,1302.4368896484375,735.2786865234375
2022-04-26,1308.4449462890625,736.7938842773438
2022-04-27,1308.9217529296875,720.12744140625
2022-04-28,1307.77734375,730.3423461914062
2022-04-29,1320.4130859375,726.5789184570312
2022-05-02,1338.627685546875,724.3306884765625
2022-05-04,1293.1390380859375,707.95751953125
2022-05-05,1290.2303466796875,712.4050903320312
2022-05-06,1256.5189208984375,703.0699462890625
2022-05-09,1258.6646728515625,694.3701782226562
2022-05-10,1278.8819580078125,695.2987670898438
2022-05-11,1286.08203125,698.133544921875
2022-05-12,1257.0919189453125,680.1474609375
2022-05-13,1245.8045654296875,662.1124877929688
2022-05-16,1259.0694580078125,667.6353759765625
2022-05-17,1267.6556396484375,694.0280151367188
2022-05-18,1267.5592041015625,691.4376220703125
2022-05-19,1241.65625,674.771240234375
2022-05-20,1274.3603515625,693.588134765625
2022-05-23,1258.00830078125,695.0543823242188
2022-05-24,1272.4310302734375,692.2196655273438
2022-05-25,1281.9337158203125,697.3026123046875
2022-05-26,1318.496826171875,712.1118774414062
2022-05-27,1342.952880859375,723.1575927734375
2022-05-30,1352.1177978515625,731.6619873046875
2022-05-31,1339.962158203125,735.9140625
2022-06-01,1345.654052734375,735.7185668945312
2022-06-02,1336.2479248046875,732.8838500976562
2022-06-03,1331.6173095703125,727.5564575195312
2022-06-06,1329.83251953125,729.9512939453125
2022-06-07,1314.54150390625,718.7100830078125
2022-06-08,1319.1722412109375,713.08935546875
2022-06-09,1329.10888671875,716.2662353515625
2022-06-10,1303.447021484375,703.8030395507812
2022-06-13,1279.8111572265625,672.52294921875
2022-06-14,1265.7261962890625,670.0792236328125
2022-06-15,1261.3365478515625,671.7898559570312
2022-06-16,1236.1090087890625,663.2366943359375
2022-06-17,1244.2608642578125,671.3988037109375
2022-06-20,1275.518310546875,670.5191040039062
2022-06-21,1289.410400390625,680.440673828125
2022-06-22,1283.33251953125,671.1544189453125
2022-06-23,1288.0596923828125,683.422119140625
2022-06-24,1306.0518798828125,697.4004516601562
2022-06-27,1308.41552734375,701.2127075195312
2022-06-28,1298.4306640625,694.3212890625
2022-06-29,1296.5491943359375,686.9411010742188
2022-06-30,1300.4564208984375,691.291015625
2022-07-01,1306.003662109375,688.0652465820312
2022-07-04,1307.8365478515625,703.9008178710938
2022-07-05,1304.8941650390625,703.2654418945312
2022-07-06,1322.8863525390625,709.6192016601562
2022-07-07,1346.570556640625,725.3082275390625
2022-07-08,1347.82470703125,738.7000122070312
2022-07-11,1356.5555419921875,752.1895751953125
2022-07-12,1342.711669921875,742.8054809570312
2022-07-13,1309.958984375,736.2561645507812
2022-07-14,1303.3990478515625,735.4741821289062
2022-07-15,1314.010986328125,734.30126953125
2022-07-18,1300.0223388671875,754.63330078125
2022-07-19,1300.5047607421875,763.0887451171875
2022-07-20,1316.9051513671875,765.4835815429688
2022-07-21,1312.7568359375,768.318359375
2022-07-22,1343.386962890625,782.0523071289062
2022-07-25,1347.34228515625,782.8831787109375
2022-07-26,1344.593017578125,778.3865966796875
2022-07-27,1354.8671875,782.4921264648438
2022-07-28,1366.878173828125,796.2749633789062
2022-07-29,1383.6162109375,800.1849975585938
2022-08-01,1395.1448974609375,804.8770141601562
2022-08-02,1379.8056640625,799.3541870117188
2022-08-03,1383.037353515625,806.2455444335938
2022-08-04,1381.397216796875,801.7978515625
2022-08-05,1376.718505859375,819.3441162109375
2022-08-08,1410.4840087890625,823.03173828125
2022-08-10,1414.5841064453125,834.635498046875
2022-08-11,1433.2996826171875,845.4033813476562
2022-08-12,1432.769287109375,859.8589477539062
2022-08-16,1449.1695556640625,864.6282958984375
2022-08-17,1456.6463623046875,868.561767578125
2022-08-18,1458.3826904296875,870.3809814453125
2022-08-19,1440.390625,855.9254760742188
2022-08-22,1418.4912109375,838.0772705078125
2022-08-23,1414.101806640625,849.5335693359375
2022-08-24,1420.903076171875,858.7772216796875
2022-08-25,1413.1851806640625,857.843017578125
2022-08-26,1413.4263916015625,856.3679809570312
2022-08-29,1388.6328125,841.617431640625
2022-08-30,1433.6856689453125,872.54443359375
2022-09-01,1420.227783203125,859.8097534179688
2022-09-02,1433.10693359375,857.8922119140625
2022-09-05,1442.320068359375,867.7750854492188
2022-09-06,1436.8209228515625,868.9551391601562
2022-09-07,1430.019775390625,861.6290283203125
2022-09-08,1444.780029296875,883.8531494140625
2022-09-09,1445.7447509765625,886.262451171875
2022-09-12,1440.8729248046875,892.113525390625
2022-09-13,1459.7332763671875,894.866943359375
2022-09-14,1474.7349853515625,902.8321533203125
2022-09-15,1467.0654296875,902.3405151367188
2022-09-16,1440.101318359375,893.9818725585938
2022-09-19,1449.6038818359375,884.2465209960938
2022-09-20,1467.0654296875,901.504638671875
2022-09-21,1464.79833984375,900.0296020507812
2022-09-22,1433.5892333984375,888.376708984375
2022-09-23,1395.1448974609375,867.5784301757812
2022-09-26,1376.33251953125,846.7308959960938
2022-09-27,1363.98388671875,838.372314453125
2022-09-28,1340.5411376953125,835.373046875
2022-09-29,1333.5948486328125,829.8662109375
2022-09-30,1371.2193603515625,847.6651611328125
2022-10-03,1363.3568115234375,834.2421264648438
2022-10-04,1401.753173828125,853.22119140625
2022-10-06,1386.3175048828125,870.7251586914062
2022-10-07,1380.3360595703125,867.8734130859375
2022-10-10,1365.0933837890625,867.0867309570312
2022-10-11,1351.24951171875,856.1221313476562
2022-10-12,1360.0767822265625,853.9095458984375
2022-10-13,1344.4482421875,839.40478515625
2022-10-14,1388.2469482421875,855.7779541015625
2022-10-17,1395.5306396484375,870.4793701171875
2022-10-18,1392.92578125,881.9848022460938
2022-10-19,1407.2039794921875,877.2645874023438
2022-10-20,1397.701416015625,873.8720092773438
2022-10-21,1387.8609619140625,892.0643920898438
2022-10-24,1409.519287109375,910.8958740234375
2022-10-25,1399.727294921875,909.6666259765625
2022-10-27,1403.1036376953125,909.0274658203125
2022-10-28,1407.2520751953125,892.752685546875
2022-10-31,1443.911865234375,893.5885620117188
2022-11-01,1459.878173828125,893.4901733398438
2022-11-02,1460.7945556640625,889.6550903320312
2022-11-03,1454.379150390625,893.5394287109375
2022-11-04,1444.3460693359375,890.2450561523438
2022-11-07,1455.5850830078125,902.2421875
2022-11-09,1455.1510009765625,895.3585815429688
2022-11-10,1470.9725341796875,895.5552978515625
2022-11-11,1554.3253173828125,891.4743041992188
2022-11-14,1558.087646484375,880.0672607421875
2022-11-15,1561.8983154296875,896.5386352539062
2022-11-16,1575.30810546875,898.4070434570312
2022-11-17,1561.0782470703125,904.5039672851562
2022-11-18,1556.978271484375,905.0447998046875
2022-11-21,1541.0118408203125,906.077392578125
2022-11-22,1538.744873046875,908.339111328125
2022-11-23,1542.74853515625,912.0267333984375
2022-11-24,1567.8314208984375,923.2371826171875
2022-11-25,1560.595947265625,914.829345703125
2022-11-28,1543.8096923828125,921.811279296875
2022-11-29,1541.4942626953125,931.0057983398438
2022-11-30,1551.7203369140625,937.0535278320312
2022-12-01,1562.3807373046875,924.5647583007812
2022-12-02,1550.4180908203125,915.1243286132812
2022-12-05,1556.061767578125,918.074462890625
2022-12-06,1554.3253173828125,907.3065795898438
2022-12-07,1553.64990234375,906.8148803710938
2022-12-08,1562.3807373046875,916.4027709960938
2022-12-09,1573.5233154296875,914.43603515625
2022-12-12,1585.7755126953125,914.829345703125
2022-12-13,1590.1650390625,917.435302734375
2022-12-14,1603.6229248046875,906.4215087890625
2022-12-15,1574.2469482421875,893.6868896484375
2022-12-16,1581.820068359375,887.0
2022-12-19,1586.740234375,891.3759765625
2022-12-20,1575.79052734375,894.5718994140625
2022-12-21,1560.5478515625,877.412109375
2022-12-22,1555.193603515625,875.8387451171875
2022-12-23,1541.3013916015625,864.2841186523438
2022-12-26,1571.979736328125,878.3463134765625
2022-12-27,1573.5716552734375,885.6724853515625
2022-12-28,1572.3175048828125,884.0006713867188
2022-12-29,1583.411865234375,892.9493408203125
2022-12-30,1570.7257080078125,876.0353393554688
2023-01-02,1571.25634765625,887.4425048828125
2023-01-03,1581.530517578125,886.3607788085938
2023-01-04,1553.26416015625,884.1481323242188
2023-01-05,1543.2789306640625,864.5299682617188
